query,page,clicks,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,issue_count,title_length,meta_description_length,issues,opportunity_score,opportunity_level,fix_types,priority_reason,recommended_action,suggested_title_direction,suggested_meta_direction
dog bone,https://www.morfrac.com/es/dogbone,0.0,17.0,0.0,2.5,2.5,8.29,commercial,landing,0,19.0,134.0,,95,HIGH,internal_linking_review; serp_ctr_improvement; title_rewrite,CTR below expected; already ranking on page 1; commercial/product intent,Strengthen landing page copy around the query cluster and link to relevant products.,Dog Bone for High-Performance Sailing | MORFRAC,"Discover MORFRAC dog bone solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dog bone,https://www.morfrac.com/dogbone,0.0,57.0,0.0,28.0,28.0,1.0,commercial,landing,0,19.0,134.0,,90,HIGH,internal_linking_review; serp_ctr_improvement; title_rewrite,CTR below expected; already ranking on page 1; commercial/product intent,Strengthen landing page copy around the query cluster and link to relevant products.,Dog Bone for High-Performance Sailing | MORFRAC,"Discover MORFRAC dog bone solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dogbone carriers,https://www.morfrac.com/dogbone,0.0,16.0,0.0,1.0,1.0,14.56,commercial,landing,0,19.0,134.0,,85,HIGH,internal_linking_review; title_rewrite,commercial/product intent,Strengthen landing page copy around the query cluster and link to relevant products.,Dogbone Carriers for High-Performance Sailing | MORFRAC,"Discover MORFRAC dogbone carriers solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,2.0,59.0,3.39,3.0,-0.3900000000000001,7.8,commercial,blog,0,0.0,0.0,,80,HIGH,commercial_landing_page_needed; meta_rewrite; title_rewrite,already ranking on page 1; commercial/product intent,Consider creating or linking to a commercial landing page if the query has buying intent.,Farr X2 - Technical Guide | MORFRAC,"Discover MORFRAC farr x2 solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
d-shackle,https://www.morfrac.com/es/shop/shackle-17-4ph-12827,0.0,9.0,0.0,1.0,1.0,13.67,commercial,product,0,45.0,170.0,,80,HIGH,internal_linking_review,commercial/product intent,Add internal links from related landing/category pages to this product page.,D-Shackle for Sailing Hardware | MORFRAC,"Discover MORFRAC d-shackle solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
m loop,https://www.morfrac.com/shop/mloop-dyneema-loop-12675,0.0,23.0,0.0,1.0,1.0,10.26,commercial,product,0,44.0,158.0,,80,HIGH,internal_linking_review,commercial/product intent,Add internal links from related landing/category pages to this product page.,M Loop for Sailing Hardware | MORFRAC,"Discover MORFRAC m loop solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dog bones,https://www.morfrac.com/es/dogbone,0.0,5.0,0.0,7.0,7.0,3.6,commercial,landing,0,19.0,134.0,,80,HIGH,internal_linking_review; serp_ctr_improvement; title_rewrite,CTR below expected; already ranking on page 1; commercial/product intent,Strengthen landing page copy around the query cluster and link to relevant products.,Dog Bones for High-Performance Sailing | MORFRAC,"Discover MORFRAC dog bones solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dogbone rigging,https://www.morfrac.com/dogbone,0.0,15.0,0.0,7.0,7.0,3.87,commercial,landing,0,19.0,134.0,,80,HIGH,internal_linking_review; serp_ctr_improvement; title_rewrite,CTR below expected; already ranking on page 1; commercial/product intent,Strengthen landing page copy around the query cluster and link to relevant products.,Dogbone Rigging for High-Performance Sailing | MORFRAC,"Discover MORFRAC dogbone rigging solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dogbones,https://www.morfrac.com/es/dogbone,0.0,23.0,0.0,10.0,10.0,2.52,commercial,landing,0,19.0,134.0,,80,HIGH,internal_linking_review; serp_ctr_improvement; title_rewrite,CTR below expected; already ranking on page 1; commercial/product intent,Strengthen landing page copy around the query cluster and link to relevant products.,Dogbones for High-Performance Sailing | MORFRAC,"Discover MORFRAC dogbones solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dog bone shackle,https://www.morfrac.com/dogbone,1.0,22.0,4.55,1.0,-3.55,11.23,commercial,landing,0,19.0,134.0,,75,HIGH,internal_linking_review; title_rewrite,commercial/product intent,Strengthen landing page copy around the query cluster and link to relevant products.,Dog Bone Shackle for High-Performance Sailing | MORFRAC,"Discover MORFRAC dog bone shackle solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dog bone soft shackle,https://www.morfrac.com/dogbone,1.0,6.0,16.67,2.0,-14.670000000000002,9.33,commercial,landing,0,19.0,134.0,,75,HIGH,internal_linking_review; title_rewrite,already ranking on page 1; commercial/product intent,Strengthen landing page copy around the query cluster and link to relevant products.,Dog Bone Soft Shackle for High-Performance Sailing | MORFRAC,"Discover MORFRAC dog bone soft shackle solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
titanium shackles,https://www.morfrac.com/shackle,1.0,10.0,10.0,2.0,-8.0,9.2,commercial,landing,0,22.0,127.0,,75,HIGH,internal_linking_review; title_rewrite,already ranking on page 1; commercial/product intent,Strengthen landing page copy around the query cluster and link to relevant products.,Titanium Shackles for High-Performance Sailing | MORFRAC,"Discover MORFRAC titanium shackles solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
dogbone shackle,https://www.morfrac.com/dogbone,1.0,6.0,16.67,5.0,-11.670000000000002,4.5,commercial,landing,0,19.0,134.0,,75,HIGH,internal_linking_review; title_rewrite,already ranking on page 1; commercial/product intent,Strengthen landing page copy around the query cluster and link to relevant products.,Dogbone Shackle for High-Performance Sailing | MORFRAC,"Discover MORFRAC dogbone shackle solutions for high-performance sailing hardware, engineered for strength, reliability, and simple integration."
